,raceId,driverCode,teamName,startingGridPosition,position,positionDiff,circuitName,raceName,year,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,lapTireChange
1057,1055,MAZ,Haas F1 Team,20,19,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"22: SOFT->MEDIUM, 42: MEDIUM->MEDIUM"
1058,1055,MSC,Haas F1 Team,18,18,0,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"23: SOFT->MEDIUM, 50: MEDIUM->MEDIUM"
1059,1055,NOR,McLaren,9,8,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"23: SOFT->MEDIUM, 51: MEDIUM->SOFT"
1060,1055,OCO,Alpine F1 Team,5,9,-4,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,23: SOFT->MEDIUM
1061,1055,PER,Red Bull,8,5,3,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"27: SOFT->MEDIUM, 57: MEDIUM->SOFT"
1062,1055,RAI,Alfa Romeo,17,12,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,37: MEDIUM->SOFT
1063,1055,RIC,McLaren,7,6,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"25: SOFT->MEDIUM, 46: MEDIUM->SOFT"
1064,1055,RUS,Williams,15,14,1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"9: SOFT->MEDIUM, 28: MEDIUM->MEDIUM"
1065,1055,SAI,Ferrari,6,7,-1,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"22: SOFT->MEDIUM, 46: MEDIUM->SOFT"
1066,1055,STR,Aston Martin,11,11,0,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"22: SOFT->MEDIUM, 39: MEDIUM->SOFT"
1067,1055,VER,Red Bull,2,2,0,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"24: SOFT->MEDIUM, 60: MEDIUM->SOFT"
1068,1055,VET,Aston Martin,13,13,0,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2021,22.3,55.0,34.1,0.2,False,"21: SOFT->MEDIUM, 38: MEDIUM->SOFT"
1069,1056,ALO,Alpine F1 Team,17,13,4,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,45: MEDIUM->SOFT
1070,1056,GAS,AlphaTauri,6,6,0,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,30: SOFT->HARD
1071,1056,GIO,Alfa Romeo,10,10,0,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,33: SOFT->HARD
1072,1056,HAM,Mercedes,7,7,0,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,"29: SOFT->HARD, 67: HARD->SOFT"
1073,1056,LAT,Williams,18,15,3,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,43: MEDIUM->HARD
1074,1056,MAZ,Haas F1 Team,19,17,2,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,34: SOFT->HARD
1075,1056,MSC,Haas F1 Team,20,18,2,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,37: SOFT->HARD
1076,1056,NOR,McLaren,5,3,2,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,30: SOFT->HARD
1077,1056,OCO,Alpine F1 Team,11,9,2,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,37: SOFT->MEDIUM
1078,1056,PER,Red Bull,9,4,5,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,35: SOFT->HARD
1079,1056,RAI,Alfa Romeo,14,11,3,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,43: MEDIUM->HARD
1080,1056,RIC,McLaren,12,12,0,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,36: MEDIUM->HARD
1081,1056,RUS,Williams,15,14,1,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,31: MEDIUM->HARD
1082,1056,SAI,Ferrari,4,2,2,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,32: SOFT->HARD
1083,1056,STR,Aston Martin,13,8,5,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,58: HARD->SOFT
1084,1056,TSU,AlphaTauri,16,16,0,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,64: HARD->SOFT
1085,1056,VER,Red Bull,2,1,1,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,34: SOFT->HARD
1086,1056,VET,Aston Martin,8,5,3,Circuit de Monaco,Monaco Grand Prix,2021,20.7,61.3,36.9,0.1,False,31: SOFT->HARD
1087,1057,ALO,Alpine F1 Team,8,6,2,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"7: SOFT->HARD, 34: HARD->SOFT, 47: SOFT->SOFT, 48: SOFT->SOFT"
1088,1057,BOT,Mercedes,10,12,-2,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"11: SOFT->HARD, 47: HARD->SOFT, 48: SOFT->SOFT"
1089,1057,GAS,AlphaTauri,4,3,1,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"11: SOFT->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1090,1057,GIO,Alfa Romeo,20,11,9,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"2: SOFT->HARD, 34: HARD->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1091,1057,HAM,Mercedes,2,15,-13,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"11: SOFT->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1092,1057,LAT,Williams,16,16,0,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"9: MEDIUM->HARD, 48: HARD->SOFT"
1093,1057,LEC,Ferrari,1,4,-3,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"9: SOFT->HARD, 47: HARD->UNKNOWN, 48: UNKNOWN->SOFT"
1094,1057,MAZ,Haas F1 Team,18,14,4,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"9: SOFT->HARD, 34: HARD->SOFT, 44: SOFT->SOFT, 46: SOFT->SOFT, 47: SOFT->SOFT, 48: SOFT->SOFT"
1095,1057,MSC,Haas F1 Team,17,13,4,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"8: SOFT->HARD, 34: HARD->SOFT, 44: SOFT->SOFT, 47: SOFT->SOFT, 48: SOFT->SOFT"
1096,1057,NOR,McLaren,9,5,4,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"7: SOFT->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1097,1057,PER,Red Bull,6,1,5,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"13: SOFT->HARD, 47: HARD->SOFT, 48: SOFT->SOFT"
1098,1057,RAI,Alfa Romeo,14,10,4,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"13: MEDIUM->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1099,1057,RIC,McLaren,13,9,4,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"11: SOFT->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1100,1057,SAI,Ferrari,5,8,-3,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"10: SOFT->HARD, 47: HARD->UNKNOWN, 48: UNKNOWN->SOFT"
1101,1057,TSU,AlphaTauri,7,7,0,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"9: SOFT->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1102,1057,VET,Aston Martin,11,2,9,Baku City Circuit,Azerbaijan Grand Prix,2021,25.4,48.0,43.9,0.3,False,"18: SOFT->HARD, 47: HARD->HARD, 48: HARD->SOFT"
1103,1058,ALO,Alpine F1 Team,8,9,-1,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,27: SOFT->HARD
1104,1058,BOT,Mercedes,5,3,2,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,27: MEDIUM->HARD
1105,1058,GIO,Alfa Romeo,15,15,0,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,23: MEDIUM->HARD
1106,1058,HAM,Mercedes,2,2,0,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,"28: MEDIUM->HARD, 69: HARD->SOFT"
1107,1058,LAT,Williams,16,17,-1,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,"1: MEDIUM->SOFT, 25: SOFT->HARD"
1108,1058,LEC,Ferrari,7,7,0,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,"1: SOFT->MEDIUM, 37: HARD->MEDIUM"
1109,1058,MAZ,Haas F1 Team,20,18,2,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,21: MEDIUM->HARD
1110,1058,MSC,Haas F1 Team,19,16,3,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,33: MEDIUM->HARD
1111,1058,NOR,McLaren,3,5,-2,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,31: SOFT->HARD
1112,1058,OCO,Alpine F1 Team,17,14,3,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,36: MEDIUM->HARD
1113,1058,PER,Red Bull,4,4,0,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,"26: SOFT->HARD, 54: HARD->MEDIUM"
1114,1058,RAI,Alfa Romeo,18,11,7,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,36: HARD->MEDIUM
1115,1058,RIC,McLaren,13,13,0,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,41: MEDIUM->HARD
1116,1058,SAI,Ferrari,12,6,6,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,41: MEDIUM->HARD
1117,1058,STR,Aston Martin,9,8,1,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,28: SOFT->HARD
1118,1058,TSU,AlphaTauri,11,10,1,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,26: SOFT->HARD
1119,1058,VER,Red Bull,1,1,0,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,29: MEDIUM->HARD
1120,1058,VET,Aston Martin,14,12,2,Red Bull Ring,Styrian Grand Prix,2021,26.6,34.1,54.1,0.4,False,27: MEDIUM->HARD
1121,1059,ALO,Alpine F1 Team,9,8,1,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,18: MEDIUM->HARD
1122,1059,BOT,Mercedes,3,4,-1,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,17: MEDIUM->HARD
1123,1059,GAS,AlphaTauri,6,7,-1,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,17: MEDIUM->HARD
1124,1059,GIO,Alfa Romeo,13,15,-2,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,28: HARD->MEDIUM
1125,1059,HAM,Mercedes,2,2,0,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,19: MEDIUM->HARD
1126,1059,LAT,Williams,16,18,-2,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,18: MEDIUM->HARD
1127,1059,LEC,Ferrari,7,16,-9,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,"14: MEDIUM->HARD, 38: HARD->MEDIUM"
1128,1059,MAZ,Haas F1 Team,18,20,-2,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,31: HARD->MEDIUM
1129,1059,MSC,Haas F1 Team,15,19,-4,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,15: MEDIUM->HARD
1130,1059,NOR,McLaren,8,5,3,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,24: MEDIUM->HARD
1131,1059,OCO,Alpine F1 Team,11,14,-3,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,28: HARD->MEDIUM
1132,1059,PER,Red Bull,4,3,1,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,24: MEDIUM->HARD
1133,1059,RAI,Alfa Romeo,17,17,0,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,33: HARD->MEDIUM
1134,1059,RIC,McLaren,10,6,4,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,16: MEDIUM->HARD
1135,1059,RUS,Williams,14,12,2,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,17: MEDIUM->HARD
1136,1059,SAI,Ferrari,5,11,-6,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,17: MEDIUM->HARD
1137,1059,STR,Aston Martin,19,10,9,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,34: HARD->MEDIUM
1138,1059,TSU,AlphaTauri,0,13,-13,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,15: MEDIUM->HARD
1139,1059,VER,Red Bull,1,1,0,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,"18: MEDIUM->HARD, 32: HARD->MEDIUM"
1140,1059,VET,Aston Martin,12,9,3,Circuit Paul Ricard,French Grand Prix,2021,23.9,63.6,30.1,0.8,False,37: HARD->MEDIUM
1160,1061,ALO,Alpine F1 Team,7,7,0,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 24: MEDIUM->HARD"
1161,1061,BOT,Mercedes,3,3,0,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 22: MEDIUM->HARD"
1162,1061,GAS,AlphaTauri,11,11,0,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 28: MEDIUM->HARD, 46: HARD->SOFT"
1163,1061,GIO,Alfa Romeo,15,13,2,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 23: MEDIUM->HARD"
1164,1061,HAM,Mercedes,2,1,1,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 27: MEDIUM->HARD"
1165,1061,LAT,Williams,17,14,3,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 19: MEDIUM->HARD"
1166,1061,LEC,Ferrari,4,2,2,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 29: MEDIUM->HARD"
1167,1061,MAZ,Haas F1 Team,19,17,2,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 25: MEDIUM->HARD"
1168,1061,MSC,Haas F1 Team,18,18,0,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 24: MEDIUM->HARD"
1169,1061,NOR,McLaren,5,4,1,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 21: MEDIUM->HARD"
1170,1061,OCO,Alpine F1 Team,9,9,0,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 19: MEDIUM->HARD"
1171,1061,PER,Red Bull,0,16,-16,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: HARD->HARD, 18: HARD->MEDIUM, 38: MEDIUM->MEDIUM, 48: MEDIUM->SOFT"
1172,1061,RAI,Alfa Romeo,13,15,-2,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 18: MEDIUM->HARD"
1173,1061,RIC,McLaren,6,5,1,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 20: MEDIUM->HARD"
1174,1061,RUS,Williams,12,12,0,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 18: MEDIUM->HARD"
1175,1061,SAI,Ferrari,10,6,4,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 28: MEDIUM->HARD"
1176,1061,STR,Aston Martin,14,8,6,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 23: MEDIUM->HARD"
1177,1061,TSU,AlphaTauri,16,10,6,Silverstone Circuit,British Grand Prix,2021,28.4,41.3,51.1,0.3,False,"2: MEDIUM->MEDIUM, 30: MEDIUM->HARD"
1191,1064,ALO,Alpine F1 Team,9,6,3,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,33: SOFT->MEDIUM
1192,1064,BOT,Mercedes,3,3,0,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"31: SOFT->MEDIUM, 67: MEDIUM->SOFT"
1193,1064,GAS,AlphaTauri,4,4,0,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,24: SOFT->MEDIUM
1194,1064,GIO,Alfa Romeo,7,14,-7,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"27: SOFT->MEDIUM, 33: MEDIUM->HARD"
1195,1064,HAM,Mercedes,2,2,0,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"20: SOFT->MEDIUM, 39: MEDIUM->MEDIUM, 70: MEDIUM->SOFT"
1196,1064,KUB,Alfa Romeo,16,15,1,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,40: MEDIUM->HARD
1197,1064,LAT,Williams,0,16,-16,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,23: MEDIUM->HARD
1198,1064,LEC,Ferrari,5,5,0,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,34: SOFT->HARD
1199,1064,MSC,Haas F1 Team,17,18,-1,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"4: SOFT->HARD, 30: HARD->MEDIUM"
1200,1064,NOR,McLaren,13,10,3,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,42: MEDIUM->HARD
1201,1064,OCO,Alpine F1 Team,8,9,-1,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,31: SOFT->MEDIUM
1202,1064,PER,Red Bull,0,8,-8,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"8: HARD->MEDIUM, 47: MEDIUM->SOFT"
1203,1064,RIC,McLaren,10,11,-1,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,30: SOFT->HARD
1204,1064,RUS,Williams,11,17,-6,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"27: MEDIUM->HARD, 68: HARD->SOFT"
1205,1064,SAI,Ferrari,6,7,-1,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,31: SOFT->HARD
1206,1064,STR,Aston Martin,12,12,0,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,27: SOFT->HARD
1207,1064,VER,Red Bull,1,1,0,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"21: SOFT->MEDIUM, 40: MEDIUM->HARD"
1208,1064,VET,Aston Martin,15,13,2,Circuit Park Zandvoort,Dutch Grand Prix,2021,20.4,56.6,34.8,0.9,False,"10: SOFT->HARD, 44: HARD->MEDIUM"
1209,1065,ALO,Alpine F1 Team,10,8,2,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,25: MEDIUM->HARD
1210,1065,BOT,Mercedes,19,3,16,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,26: HARD->MEDIUM
1211,1065,GIO,Alfa Romeo,7,13,-6,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,"1: MEDIUM->HARD, 25: HARD->MEDIUM"
1212,1065,KUB,Alfa Romeo,17,14,3,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,26: HARD->MEDIUM
1213,1065,LAT,Williams,13,11,2,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,23: MEDIUM->HARD
1214,1065,LEC,Ferrari,5,4,1,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,26: MEDIUM->HARD
1215,1065,MSC,Haas F1 Team,18,15,3,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,23: MEDIUM->HARD
1216,1065,NOR,McLaren,3,2,1,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,24: MEDIUM->HARD
1217,1065,OCO,Alpine F1 Team,12,10,2,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,26: MEDIUM->HARD
1218,1065,PER,Red Bull,8,5,3,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,26: MEDIUM->HARD
1219,1065,RIC,McLaren,2,1,1,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,22: MEDIUM->HARD
1220,1065,RUS,Williams,14,9,5,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,26: MEDIUM->HARD
1221,1065,SAI,Ferrari,6,6,0,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,26: MEDIUM->HARD
1222,1065,STR,Aston Martin,9,7,2,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,25: MEDIUM->HARD
1223,1065,VET,Aston Martin,11,12,-1,Autodromo Nazionale di Monza,Italian Grand Prix,2021,28.3,38.7,44.6,0.3,False,"22: MEDIUM->HARD, 26: HARD->MEDIUM"
1243,1067,ALO,Alpine F1 Team,5,16,-11,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,30: INTERMEDIATE->INTERMEDIATE
1244,1067,BOT,Mercedes,1,1,0,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,37: INTERMEDIATE->UNKNOWN
1245,1067,GAS,AlphaTauri,4,6,-2,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,39: INTERMEDIATE->INTERMEDIATE
1246,1067,GIO,Alfa Romeo,16,11,5,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,40: INTERMEDIATE->INTERMEDIATE
1247,1067,HAM,Mercedes,11,5,6,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,50: INTERMEDIATE->INTERMEDIATE
1248,1067,LAT,Williams,15,17,-2,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,34: INTERMEDIATE->INTERMEDIATE
1249,1067,LEC,Ferrari,3,4,-1,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,47: INTERMEDIATE->INTERMEDIATE
1250,1067,MAZ,Haas F1 Team,18,20,-2,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,35: INTERMEDIATE->INTERMEDIATE
1251,1067,MSC,Haas F1 Team,14,19,-5,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,39: INTERMEDIATE->INTERMEDIATE
1252,1067,NOR,McLaren,7,7,0,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,34: INTERMEDIATE->INTERMEDIATE
1253,1067,PER,Red Bull,6,3,3,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,37: INTERMEDIATE->INTERMEDIATE
1254,1067,RAI,Alfa Romeo,17,12,5,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,37: INTERMEDIATE->INTERMEDIATE
1255,1067,RIC,McLaren,20,13,7,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,21: INTERMEDIATE->INTERMEDIATE
1256,1067,RUS,Williams,13,15,-2,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,35: INTERMEDIATE->INTERMEDIATE
1257,1067,SAI,Ferrari,19,8,11,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,36: INTERMEDIATE->INTERMEDIATE
1258,1067,STR,Aston Martin,8,9,-1,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,39: INTERMEDIATE->INTERMEDIATE
1259,1067,TSU,AlphaTauri,9,14,-5,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,35: INTERMEDIATE->INTERMEDIATE
1260,1067,VER,Red Bull,2,2,0,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,36: INTERMEDIATE->INTERMEDIATE
1261,1067,VET,Aston Martin,10,18,-8,Istanbul Park,Turkish Grand Prix,2021,15.5,95.5,18.2,0.7,False,"36: INTERMEDIATE->MEDIUM, 37: MEDIUM->INTERMEDIATE"
1262,1069,BOT,Mercedes,9,6,3,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"15: MEDIUM->HARD, 34: HARD->HARD"
1263,1069,GIO,Alfa Romeo,12,11,1,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"8: MEDIUM->MEDIUM, 26: MEDIUM->HARD"
1264,1069,HAM,Mercedes,2,2,0,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"13: MEDIUM->HARD, 37: HARD->HARD"
